user_input,response
me dá o endereço da Bienal Bahia,"O endereço da Bienal do Livro Bahia é: Centro de Convenções da Bahia – Av. Antônio Carlos Magalhães, s/n – Stiep, Salvador (BA) – CEP 41770-019. Para informações de transporte e estacionamento, consulte www.bienaldolivrobahia.com.br. 🗺️"
quais autores já foram convidados para a FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência já recebeu como convidados nomes como Conceição Evaristo e Itamar Vieira Junior, entre outros autores. Os convidados de cada nova edição são anunciados em www.feiraflor.com.br. ✍️"
quando é a Feira Unesp?,"A Feira do Livro da Unesp geralmente acontece em outubro. Para as datas exatas desta edição, consulte www.livraria.unesp.br. 📅"
quais escritores costumam ir à FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência já recebeu como convidados nomes como Itamar Vieira Junior, Djamila Ribeiro e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edição são anunciados em www.feiraflor.com.br. ✍️"
quem recebeu homenagem na FLIC – Festa Literária de Belo Horizonte?,"A FLIC – Festa Literária de Belo Horizonte já prestou homenagem a grandes nomes da literatura, como Guimarães Rosa, Conceição Evaristo e Drummond de Andrade. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.flicbh.com.br. 🏆"
qual o local exato da Festa Literária POA?,"O endereço da Festa Literária de Porto Alegre é: Usina do Gasômetro – Av. Presidente João Goulart, 551 – Centro Histórico, Porto Alegre (RS) – CEP 90010-310. Para informações de transporte e estacionamento, consulte festaliterariaportaalegre.com.br. 🗺️"
qual é o local da Festa Literária POA?,A Festa Literária de Porto Alegre é realizada em Porto Alegre (RS). Ótima oportunidade para conhecer a cidade também! 📍
em que época do ano rola a FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência geralmente acontece em junho. Para as datas exatas desta edição, consulte www.feiraflor.com.br. 📅"
me fale sobre a Bienal Bahia,"A Bienal do Livro Bahia é um dos maiores eventos literários do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Acesse www.bienaldolivrobahia.com.br para mais informações. 📚"
qual o endereço da Feira Unesp?,"O endereço da Feira do Livro da Unesp é: Rua Quirino de Andrade, 215 – Centro, São Paulo (SP) – CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informações de transporte e estacionamento, consulte www.livraria.unesp.br. 🗺️"
quem é o homenageado da Festival Literário SC?,"A Festival Literário Catarinense já prestou homenagem a grandes nomes da literatura, como Salim Miguel, Cruz e Sousa e Antonieta de Barros. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.festivalliterariosc.com.br. 🏆"
quais feiras literárias têm atividades para crianças?,"A maioria das grandes feiras tem espaços dedicados ao público infantil! Bienal do Livro SP, Bienal Rio e FLIP costumam ter programação especial para crianças, com contação de histórias e oficinas criativas. 🧒📖"
qual o endereço da Bienal do Livro SP?,"A Bienal Internacional do Livro de São Paulo acontece em: Av. Olavo Fontoura, 1209 – Santana, São Paulo (SP) – CEP 02012-021 (Pavilhão do Anhembi). Mais detalhes logísticos em www.bienaldolivro.com.br. 🗺️"
quem foi homenageado na FLIP?,"A FLIP – Festa Literária Internacional de Paraty já prestou homenagem a grandes nomes da literatura, como Carlos Drummond de Andrade, Guimarães Rosa e Lima Barreto. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.flip.org.br. 🏆"
quando ocorre a Bienal do Livro Bahia?,"A Bienal do Livro Bahia geralmente acontece em outubro. Para as datas exatas desta edição, consulte www.bienaldolivrobahia.com.br. 📅"
precisa pagar para entrar na Bienal Rio?,"Os preços dos ingressos da Bienal do Rio de Janeiro variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldorio.com.br. 🎟️"
qual o endereço da FLIC?,"O endereço da FLIC – Festa Literária de Belo Horizonte é: Praça da Liberdade, s/n – Funcionários, Belo Horizonte (MG) – CEP 30140-010 (Circuito Liberdade). Para informações de transporte e estacionamento, consulte www.flicbh.com.br. 🗺️"
qual é o local da FLIP?,A FLIP – Festa Literária Internacional de Paraty é realizada em Paraty (RJ). Ótima oportunidade para conhecer a cidade também! 📍
qual o período da Flipoços?,"A Flipoços – Festa Literária de Poços de Caldas geralmente acontece em agosto. Para as datas exatas desta edição, consulte www.flipocos.com.br. 📅"
qual o preço do ingresso para a FLIC?,"Os preços dos ingressos da FLIC – Festa Literária de Belo Horizonte variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flicbh.com.br. 🎟️"
tem entrada gratuita na Bienal Bahia?,"Os preços dos ingressos da Bienal do Livro Bahia variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrobahia.com.br. 🎟️"
em que época do ano rola a FLIC?,"A FLIC – Festa Literária de Belo Horizonte geralmente acontece em junho. Para as datas exatas desta edição, consulte www.flicbh.com.br. 📅"
por que devo ir à Bienal Bahia?,"A Bienal do Livro Bahia é fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o país. É uma experiência enriquecedora para qualquer amante da literatura! 🌟"
quando vai ser a Bienal do Livro SP esse ano?,"A Bienal Internacional do Livro de São Paulo geralmente acontece em julho. Para as datas exatas desta edição, consulte www.bienaldolivro.com.br. 📅"
em que cidade é a Bienal Rio?,A Bienal do Rio de Janeiro é realizada em Rio de Janeiro (RJ) – Riocentro. Ótima oportunidade para conhecer a cidade também! 📍
em que época do ano rola a Festival Literário SC?,"A Festival Literário Catarinense geralmente acontece em setembro. Para as datas exatas desta edição, consulte www.festivalliterariosc.com.br. 📅"
por que devo ir à Festa Literária POA?,"A Festa Literária de Porto Alegre é fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o país. É uma experiência enriquecedora para qualquer amante da literatura! 🌟"
vale a pena ir na FLIP?,"Com certeza! A FLIP – Festa Literária Internacional de Paraty é um festival intimista e sofisticado realizado na histórica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programação. Confira a programação em www.flip.org.br e planeje sua visita! 🌟"
o que acontece na Bienal PE?,"A Bienal Internacional do Livro de Pernambuco costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.bienaldolivrope.com.br próximo ao evento. 🎤"
qual a história da FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência é uma feira literária dedicada a vozes LGBTQIA+, periféricas e de resistência, celebrando a diversidade e o poder transformador da literatura. Acesse www.feiraflor.com.br para mais informações. 📚"
me fale sobre a Feira Unesp,"A Feira do Livro da Unesp é uma feira acadêmica e literária promovida pela Editora Unesp, com forte presença de títulos universitários, técnicos e de divulgação científica. Acesse www.livraria.unesp.br para mais informações. 📚"
hey,"Olá! 📚 Sou o ChatLitera, seu guia sobre feiras literárias brasileiras. Posso ajudar com datas, locais, programação, ingressos e muito mais. O que você quer saber?"
quais autores foram homenageados na FLIP?,"A FLIP – Festa Literária Internacional de Paraty já prestou homenagem a grandes nomes da literatura, como Cora Coralina, Carlos Drummond de Andrade e Manoel de Barros. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.flip.org.br. 🏆"
por que devo ir à Flipoços?,"A Flipoços – Festa Literária de Poços de Caldas é fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o país. É uma experiência enriquecedora para qualquer amante da literatura! 🌟"
em que rua fica a Feira Unesp?,"O endereço da Feira do Livro da Unesp é: Rua Quirino de Andrade, 215 – Centro, São Paulo (SP) – CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informações de transporte e estacionamento, consulte www.livraria.unesp.br. 🗺️"
quero informações sobre feiras,"Posso ajudar! Você quer saber sobre qual feira especificamente? Temos: Bienal SP, Bienal Rio, FLIP, FLIC, Feira POA, FLOR, Bienal Bahia, Bienal PE, Feira Unesp, Flipoços e Festival Literário SC, entre outras."
quais autores foram homenageados na Bienal do Livro SP?,"A Bienal Internacional do Livro de São Paulo já prestou homenagem a grandes nomes da literatura, como Clarice Lispector, Ariano Suassuna e Jorge Amado. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.bienaldolivro.com.br. 🏆"
quais autores foram homenageados na FLOR?,"A FLOR – Feira Literária do Orgulho e Resistência já prestou homenagem a grandes nomes da literatura, como Cassandra Rios, João Silvério Trevisan e Caio Fernando Abreu. O autor ou autora homenageado(a) de cada edição é anunciado(a) em www.feiraflor.com.br. 🏆"
o que é a FLIC?,"A FLIC – Festa Literária de Belo Horizonte é um festival mineiro com forte identidade cultural, promovendo debates, oficinas e lançamentos de livros. Acesse www.flicbh.com.br para mais informações. 📚"
a FLIC é paga?,"Os preços dos ingressos da FLIC – Festa Literária de Belo Horizonte variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flicbh.com.br. 🎟️"
a Bienal do Livro Bahia cobra entrada?,"Os preços dos ingressos da Bienal do Livro Bahia variam a cada edição. Em geral, há ingressos simbólicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrobahia.com.br. 🎟️"
qual a cidade da FLOR?,A FLOR – Feira Literária do Orgulho e Resistência é realizada em São Paulo (SP). Ótima oportunidade para conhecer a cidade também! 📍
tem como me informar sobre a FLOR?,"Claro! A FLOR – Feira Literária do Orgulho e Resistência acontece em junho, em São Paulo (SP). Para mais detalhes, acesse www.feiraflor.com.br. 📚"
me fale sobre a Flipoços,"A Flipoços – Festa Literária de Poços de Caldas é um festival literário encantador na cidade das águas, com programação intimista e diversificada para leitores de todas as idades. Acesse www.flipocos.com.br para mais informações. 📚"
quais eventos têm na Flipoços?,"A Flipoços – Festa Literária de Poços de Caldas costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.flipocos.com.br próximo ao evento. 🎤"
como chegar na FLIC?,"O endereço da FLIC – Festa Literária de Belo Horizonte é: Praça da Liberdade, s/n – Funcionários, Belo Horizonte (MG) – CEP 30140-010 (Circuito Liberdade). Para informações de transporte e estacionamento, consulte www.flicbh.com.br. 🗺️"
qual o período da Bienal Bahia?,"A Bienal do Livro Bahia geralmente acontece em outubro. Para as datas exatas desta edição, consulte www.bienaldolivrobahia.com.br. 📅"
quais as atividades da FLIC?,"A FLIC – Festa Literária de Belo Horizonte costuma oferecer: bate-papos com autores, mesas de debate, lançamentos de livros, oficinas literárias e espaços para crianças. A programação completa é divulgada em www.flicbh.com.br próximo ao evento. 🎤"
quais autores já foram convidados para a Festival Literário SC?,"A Festival Literário Catarinense já recebeu como convidados nomes como Conceição Evaristo e Djamila Ribeiro, entre outros autores. Os convidados de cada nova edição são anunciados em www.festivalliterariosc.com.br. ✍️"
tem como me informar sobre a Bienal PE?,"Claro! A Bienal Internacional do Livro de Pernambuco acontece em outubro, em Recife (PE) – Centro de Convenções. Para mais detalhes, acesse www.bienaldolivrope.com.br. 📚"
